"Title","ID","Owner","Created Date","Updated Date","Type","Link","more"
"中英双语儿童音乐剧《我们的糖果屋》","a75992c6-3327-4668-93ae-f1201e62d4fb","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-28T08:16:44Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/6,12","讲述爱与勇敢的故事"
"常熟市艺术大讲堂——听何占豪讲述《梁祝》的创作之路","a81cbc57-f1c9-47f7-902b-37cd54fe9729","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"人物","https://m.polyt.cn/activity/cloudTheater/detail/32",
"马林斯基剧院捷杰耶夫与多明戈祝福","a828ed99-85fa-41d2-834c-f8616ae89586","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"文艺战疫","https://m.polyt.cn/activity/cloudTheater/detail/5,42",
"音乐剧《王二的长征》","ac08ba2b-b409-4541-82eb-0245e92bf58c","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:55Z,2020-09-27T19:28:55Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/3,11",
"话剧《冬皇—孟小冬传》","ac58e6ac-03ac-48c8-9120-5c77baf85408","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/16",
"“非比寻常”——卢森堡“绝对码头”爵士乐队 Dock in Absolute","ad0227ed-2cdd-4fae-b573-a7444f02a8f2","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/7,22","将爵士、古典和摇滚乐结合并不断推向极致"
"艾班四重奏在韦尔比耶","ad602945-43ab-45ff-af6e-5b7b4ac98cd2","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/26,12",
"天津人艺津味话剧《蛐蛐四爷》","ad6e81ff-8648-4ab8-a823-e5f5c3febf5a","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/4,14",
"贝嘉芭蕾舞团根据《贝多芬第九交响曲》编舞的现代芭蕾","ae10d575-4bd2-45fd-add1-7de1c3a98971","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/16,13",
"龚琳娜24节气古诗词音乐会","aef39e21-b06f-4e93-88fb-3ac6dacdc0a4","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/5,23",
"2015巴登-巴登音乐节 伯纳德·海廷克与柏林爱乐演绎贝多芬","b193f457-fcbe-4d1c-a008-63ce5e92c6d4","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/23,11",
"莱比锡芭蕾舞团的《卓别林》，带你进入喜剧大师的世界","b4ca1c6b-74d1-4e38-8036-9ce5707ed9d0","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/9,11","呈现喜剧大师真正的世界"
"湖南民族乐团2020新年音乐会","b7fd610e-ce09-43b5-9669-b501929b2d82","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/3,23",
"“抗疫情”原创歌曲《我爱这土地》","b81fbf83-0d74-49b1-ae47-d8a567f38244","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"文艺战疫","https://m.polyt.cn/activity/cloudTheater/detail/45",
"珠落玉盘——琵琶艺术家吴玉霞音乐会精选","ba79d15f-f6df-4862-b0b0-1902d1e42096","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/2,24",
"歌剧《茶花女》","bc0b5147-9f53-4961-b1bc-64fb9794fc60","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/17,12",
"音乐会：2003琉森音乐节—— 阿巴多指挥马勒第二交响曲","bd02ec4d-2754-4677-872f-8d7428cf0707","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/11,21","阿巴多创建的琉森音乐节管弦乐团的精彩首演"
"法语音乐剧全明星阵容《Together》应援中国——我们与中国同在","be5c482b-2f7f-4dcc-99d7-a017ad35ce97","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"文艺战疫","https://m.polyt.cn/activity/cloudTheater/detail/3,41",
"“浪奔浪涌·艺路向东”2020上海东方艺术中心云公益专场在线义演","bfb968ef-0735-40b5-8246-b39635c1fdbd","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"直播展映","https://m.polyt.cn/activity/cloudTheater/detail/12,71","2020上海东方艺术中心云公益专场"
"芭蕾舞剧《天鹅湖》","c160c893-6dae-48cf-be1c-7624235137be","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/7,12","世界上最著名的芭蕾舞剧之一"
"常熟艺术大讲堂——让孔祥东告诉你如何感受静谧的力量","c2419844-6ace-4946-8177-830e0de687fe","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"人物","https://m.polyt.cn/activity/cloudTheater/detail/2,33",
"在线精品课程之《表演分享》","c24e0765-3a99-4974-9050-6bb37587d887","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"人物","https://m.polyt.cn/activity/cloudTheater/detail/6,31",
"京剧《红鬃烈马》","c40fd58a-cb72-4c08-ba97-8d52bff8fc6e","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"戏曲","https://m.polyt.cn/activity/cloudTheater/detail/6,52",
"“情迷哈瓦那”纪念中古建交70周年——古巴李斯特·阿方索舞团","c4479a06-db22-465d-bf3e-1b6412c3d3b8","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/5,22",
"纪录片：二十世纪音乐世界的灵魂人物之一——伦纳德·伯恩斯坦的思考","c4e7132c-3f03-4656-bcc1-2b1217938aeb","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"人物","https://m.polyt.cn/activity/cloudTheater/detail/9,32","带你全面了解伦纳德·伯恩斯坦"
"首席猫玩转音符——音乐启蒙趣味课堂","c5c50489-0f34-4f20-9da2-a3da5a77f93f","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"人物","https://m.polyt.cn/activity/cloudTheater/detail/31",
"天津人艺原创历史话剧《天下粮田》","c6ac28e0-7159-40f7-8fb5-f1863d3f4ac9","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:55Z,2020-09-27T19:28:55Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/4,11",
"穆蒂与维也纳爱乐","c7903f84-26e6-4bc1-9014-b0913fe25277","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/22,11",
"民族管弦乐《潇湘水云》","c8f18fcd-4627-47fd-8208-496f4bb9b75d","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/3,24",
"《花开有时》保利·文艺战疫主题曲","c96f9c8c-b859-401e-a1dc-d8af8d16d30b","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"文艺战疫","https://m.polyt.cn/activity/cloudTheater/detail/2,41",
"管风琴艺术家沈媛音乐会精选","ca1f58f1-746c-42fe-9789-849732e35be7","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/4,23",
"话剧版《海洋天堂》（节选）","cb287226-6a42-4246-9d12-db9dbddceb0b","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/6,14",
"吉里·贝洛拉维克与佐尔坦演奏莫扎特第23钢琴协奏曲","cb9ad704-1275-4f8f-900e-59d6f673b8c4","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/25,12",
"维也纳爱乐乐团祝福","ce83b0ee-ad02-4247-8a32-58f8d319456b","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"文艺战疫","https://m.polyt.cn/activity/cloudTheater/detail/2,43",
"米歇尔·达尔贝托-月光/Michel Dalberto - Moonlight","cf2405eb-a9af-42fd-b657-60d8dab612ad","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-28T08:17:52Z,"文艺战疫","https://m.polyt.cn/activity/cloudTheater/detail/43",
"花鼓戏《河西村的故事》","cf70f08a-5447-4162-9a86-c7ff64e5da36","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"戏曲","https://m.polyt.cn/activity/cloudTheater/detail/3,53",
"《黄金三镖客》电影原音音乐会","d0a0f178-ec13-47a7-a30b-83cb52e40f55","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/14,21","带你走入莫里康内的“决斗”"
"芭蕾舞剧《吉赛尔》","d12b3e4c-1279-4d65-82f1-50854a9c1d26","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/5,14",
"韦尔比耶室内乐团2010","d5b81780-9006-48bc-8710-6df80df99923","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/26,11",
"天津人艺津味话剧《海河人家》","d7983f79-b64e-4872-a454-89f7fd071037","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:55Z,2020-09-27T19:28:55Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/4,12",
"交响组曲《梦桥》—第四乐章《献给大海》","d82a3b43-433c-4d38-b11c-26c36a38f1b5","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/27",
"纪录片《经典马友友》","d83770b2-b875-4150-a227-ee81c11c66c2","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/28,12","演出排练片段及好友访谈、感受马友友的文化探索"
"2016年欧洲青年古典音乐节集锦","d8522471-0f92-46bd-ab71-e9dad9d3979f","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/24,11",
"基顿·克莱默与玛莎·阿格里奇——音乐会的记忆","e174af8a-80ec-4120-ad53-39b9f9bb0836","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"人物","https://m.polyt.cn/activity/cloudTheater/detail/12,32","通过音乐会的回忆了解这位“魔鬼小提琴家”"
"歌剧 莫扎特《魔笛》","e25e0be1-ad3f-4e02-affc-89b95394a835","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/5,12",
"2017年欧洲青年古典音乐节集锦","e3c1520b-95a3-46d4-a312-eaef61417f85","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/24,12",
"捷克国家芭蕾舞团全新演绎柴可夫斯基《胡桃夹子》","e543a189-bfbe-46ed-a5b9-22103fdd36cc","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/10,11","捷克国家芭蕾舞团全新演绎"
"北方昆曲剧院《红楼梦·共读西厢》","e579d2bc-dd78-411e-8ce8-39623e500ea0","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"戏曲","https://m.polyt.cn/activity/cloudTheater/detail/2,52",
"京剧《锁麟囊》","e5950354-a135-41f6-9dc0-4d6173a73538","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"戏曲","https://m.polyt.cn/activity/cloudTheater/detail/5,51",
"新编历史京剧《闯王进京》","e8c95c89-f746-4d42-846c-cc7dbe3e0bae","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"戏曲","https://m.polyt.cn/activity/cloudTheater/detail/8,51","形象展示此次农民起义失败的历史教训。"
"央华戏剧《明年此时》","e9803b0f-f09a-4afe-ab6f-f357be5e0dd6","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-28T08:23:08Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/14","蒋雯丽、刘钧演绎百老汇经典名剧"
"婺剧《箬寮风雷》","e9a8e260-1c28-4864-a5ca-ce96831a33f4","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"戏曲","https://m.polyt.cn/activity/cloudTheater/detail/3,54",
"明韵—李凤云、王建欣琴埙箫音乐会","efc2a539-d118-4b01-9e25-e03d616f316d","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/6,23",
"琉森音乐节管弦乐团演奏马勒第五交响曲及贝多芬协奏曲","efc9c4ea-716f-4f2a-84bf-5ecdf2d32a83","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/20,12",
"厦门六中合唱团《鱼歌》-吉岛音乐制作","f010624c-d656-420a-b37e-a13eaa9d52f2","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/24",
"艾米尔·努恩与丹麦国家交响乐团呈现了斑斓的游戏音乐世界","f48d19a5-7db3-4d6b-b4d1-24220665bf9e","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/14,22","带你回到那些陪伴你走过青春的游戏世界"
"曾震惊世界的《春之祭》——由乌维·肖尔兹再次创作的两幕芭蕾舞剧","f5a6ad8c-25c7-4bf7-9b0a-a6caa13ce91c","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/11,12","德国编舞大师乌维·肖尔兹职业生涯重要作品"
"光束专访：《犹太城》：看不到明天的晨曦，今天的生活还要继续 ","f6444e5e-7b21-40e1-a8ca-62d0cfca1966","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"人物","https://m.polyt.cn/activity/cloudTheater/detail/6,32",
"BBC交响乐团及萨德勒威尔斯管弦乐团与伊萨克·帕尔曼合作圣桑和埃尔加作品","f657a6ce-9948-4982-800c-fd78fce44f57","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/21,11",
"音乐会：2004琉森音乐节庆典音乐会","fa3b3f10-5a85-400e-8c62-650af32f3952","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/11,22","2004年，阿巴多率领乐团奉上开幕音乐会"
"京剧《生活秀》","fa5de41b-6441-4ce5-9d2d-bf7cc340c2fe","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"戏曲","https://m.polyt.cn/activity/cloudTheater/detail/3,52",
"仙境之音—世界名曲浪漫竖琴音乐会","fc7046e2-863a-4839-8883-4b0f9a5377e3","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/4,24",
"歌剧《弄臣》","fcb0a064-9a6f-4e9f-88b9-86b40e299574","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/18,11",
"越剧《西施断缆》：诸暨市越剧团二零零九年复排演出","fcbf515c-0847-4e7a-8a93-205610a6c7ee","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"戏曲","https://m.polyt.cn/activity/cloudTheater/detail/10,51","一代美人演绎一曲舍身取义的正气之歌"
